teilnehmer_id;anrede;vorname;nachname;email;telefon;firma;position;branche;plz;ort;land;ticket_typ;teilnahmetage;anzahl_teilnahmetage;newsletter_opt_in;anmeldedatum_event;erstellt_am
TN-00252;Herr;Anton;Huber;anton.huber@herrmannstuckmeist.de;+49 8044 910894;Herrmann Stuck Meisterbetrieb;Inhaber/-in;Bauingenieurwesen;83278;Traunstein;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-10-03;2025-10-03T17:43:25
TN-00253;Herr;Daniel;Peters;daniel.peters@settelestuckmeiste.de;+49 8490 501583;Settele Stuck Meisterbetrieb;Bauleiter/-in;Architektur;87561;Oberstdorf;DE;Tagesticket;14.01.2026;1;false;2025-10-18;2025-10-18T19:41:32
TN-00254;Herr;Dieter;Hagspiel;dieter.hagspiel@hagspielhandwerksb.de;+49 8016 536476;Hagspiel Handwerksbetrieb;Mitarbeiter/-in Verkauf Innendienst;Maler & Stuckateur;84028;Landshut;DE;Tagesticket;16.01.2026;1;true;2025-11-21;2025-11-21T18:24:09
TN-00255;Herr;Helmut;Hartmann;helmut.hartmann@kochstuckgmbhcokg.de;+49 7282 587686;Koch Stuck GmbH & Co. KG;Projektleiter/-in;Wohnungswirtschaft;88045;Friedrichshafen;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-09-10;2025-09-10T06:02:33
TN-00256;Frau;Sabine;Hartmann;sabine.hartmann@petersmassivbaubau.de;+49 9020 910143;Peters Massivbau Bau GmbH;Meister/-in;Garten- und Landschaftsbau;89077;Ulm;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-11-30;2025-11-30T10:03:18
TN-00257;Herr;Werner;Müller;werner.mueller@architekturbueromu.de;+49 9840 110060;Architekturbüro Müller;Architekt/-in;Bauhandwerk;89077;Ulm;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-12-15;2025-12-15T11:47:00
TN-00258;Frau;Lisa;Wagner;lisa.wagner@krausefassadenag.de;+49 7381 146032;Krause Fassaden AG;Meister/-in;Trockenbau;87509;Immenstadt;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-09-28;2025-09-28T23:30:30
TN-00259;Frau;Annika;Peters;annika.peters@koehlerdachgmbhcok.de;+49 9325 165308;Köhler Dach GmbH & Co. KG;Einkäufer/-in;Sanierung/Denkmalschutz;84028;Landshut;DE;Tagesticket;14.01.2026;1;false;2025-11-16;2025-11-16T21:48:36
TN-00260;Herr;Patrick;Schröder;patrick.schroeder@schroederbaustoffh.de;+49 7956 178315;Schröder Baustoffhandel;Meister/-in;Architektur;70173;Stuttgart;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;false;2025-11-02;2025-11-02T02:15:23
TN-00261;Herr;Werner;Wagner;werner.wagner@braunwaermedaemmag.de;+49 7850 573869;Braun Wärmedämm AG;Projektleiter/-in;Fliesenleger;87534;Oberstaufen;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;true;2025-12-14;2025-12-14T09:35:21
TN-00262;Herr;Markus;Schäfer;markus.schaefer@schaeferbaustoffe.de;+49 8342 255528;Schäfer Baustoffe;Inhaber/-in;Garten- und Landschaftsbau;94032;Passau;DE;Tagesticket;16.01.2026;1;true;2025-09-09;2025-09-09T03:57:01
TN-00263;Frau;Bettina;Köhler;bettina.koehler@schroedermassivbau.de;+49 8852 682959;Schröder Massivbau Meisterbetrieb;Mitarbeiter/-in Verkauf Innendienst;Trockenbau;87616;Marktoberdorf;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-09-07;2025-09-07T08:51:10
TN-00264;Frau;Birgit;Hagspiel;birgit.hagspiel@architekturbueroha.de;+49 7910 237064;Architekturbüro Hagspiel;Meister/-in;Dachdecker;87561;Oberstdorf;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-09-13;2025-09-13T07:23:57
TN-00265;Herr;Erwin;Friedrich;erwin.friedrich@schmidtmalergmbh.de;+49 7527 196446;Schmidt Maler GmbH;Architekt/-in;Baustoffhandel;88131;Lindau;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;true;2026-01-04;2026-01-04T18:31:01
TN-00266;Frau;Claudia;Schäfer;claudia.schaefer@schaeferbaustoffha.de;+49 9798 547389;Schäfer Baustoffhandel;Bauleiter/-in;Maler & Stuckateur;78462;Konstanz;DE;Tagesticket;14.01.2026;1;true;2025-12-06;2025-12-06T16:06:59
TN-00267;Herr;Alexander;Neumann;alexander.neumann@schneiderbodenbaug.de;+49 8208 623125;Schneider Boden Bau GmbH;Einkäufer/-in;Trockenbau;94032;Passau;DE;Tagesticket;16.01.2026;1;false;2025-12-30;2025-12-30T03:19:19
TN-00268;Herr;Alexander;Lange;alexander.lange@bergerputzmeisterb.de;+49 9226 933456;Berger Putz Meisterbetrieb;Geschäftsführer/-in;Dachdecker;88045;Friedrichshafen;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-10-19;2025-10-19T17:06:45
TN-00269;Frau;Renate;König;renate.koenig@koenigbaustoffe.de;+49 8107 288550;König Baustoffe;Geschäftsführer/-in;Maler & Stuckateur;83278;Traunstein;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-12-07;2025-12-07T21:19:20
TN-00270;Herr;Alexander;Fischer;alexander.fischer@fischerbaustoffhan.de;+49 7953 267378;Fischer Baustoffhandel;Inhaber/-in;Bauträger;88045;Friedrichshafen;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-11-09;2025-11-09T17:45:28
TN-00271;Frau;Brigitte;Riedmiller;brigitte.riedmiller@riedmillerhandwerk.de;+49 8590 472039;Riedmiller Handwerksbetrieb;Bauleiter/-in;Architektur;87509;Immenstadt;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-10-13;2025-10-13T22:31:55
TN-00272;Frau;Ines;Stark;ines.stark@starkhandwerksbetr.de;+49 9306 297377;Stark Handwerksbetrieb;Vertriebsmitarbeiter/-in;Trockenbau;90402;Nürnberg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-12-20;2025-12-20T13:26:49
TN-00273;Frau;Andrea;Meyer;andrea.meyer@schmidtfassadenbau.de;+49 9515 311250;Schmidt Fassaden Bau GmbH;Bauleiter/-in;Maler & Stuckateur;88212;Ravensburg;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-09-01;2025-09-01T11:11:07
TN-00274;Frau;Claudia;Schmidt;claudia.schmidt@weissbodengmbh.de;+49 8530 838761;Weiß Boden GmbH;Niederlassungsleiter/-in;Dachdecker;88045;Friedrichshafen;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-11-11;2025-11-11T04:30:35
TN-00275;Frau;Lisa;Braun;lisa.braun@jungfliesenag.de;+49 7713 841535;Jung Fliesen AG;Auszubildende/-r;Garten- und Landschaftsbau;84028;Landshut;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-12-04;2025-12-04T22:30:59
TN-00276;Frau;Heike;Winkler;heike.winkler@planungsbuerowinkl.de;+49 8206 233534;Planungsbüro Winkler;Bauleiter/-in;Garten- und Landschaftsbau;78462;Konstanz;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-10-30;2025-10-30T21:53:59
TN-00277;Frau;Kerstin;Schneider;kerstin.schneider@starktrockenbaumei.de;+49 7426 620287;Stark Trockenbau Meisterbetrieb;Bauleiter/-in;Maler & Stuckateur;94032;Passau;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-10-14;2025-10-14T05:26:47
TN-00278;Herr;Manfred;Braun;manfred.braun@riedmillermalerhan.de;+49 8375 568325;Riedmiller Maler Handwerk GmbH;Geschäftsführer/-in;Wohnungswirtschaft;93047;Regensburg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2026-01-03;2026-01-03T10:26:03
TN-00279;Herr;Manfred;Schröder;manfred.schroeder@schroederhandwerks.de;+49 8718 274418;Schröder Handwerksbetrieb;Einkäufer/-in;Fliesenleger;87561;Oberstdorf;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;false;2025-09-10;2025-09-10T16:23:00
TN-00280;Frau;Brigitte;Lange;brigitte.lange@sailerhochundtiefb.de;+49 7923 270557;Sailer Hoch- und Tiefbau Meisterbetrieb;Vertriebsmitarbeiter/-in;Baustoffhandel;83278;Traunstein;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2026-01-05;2026-01-05T17:44:16
TN-00281;Herr;Patrick;Schmidt;patrick.schmidt@weberdachek.de;+49 7307 673619;Weber Dach e.K.;Inhaber/-in;Maler & Stuckateur;87616;Marktoberdorf;DE;Tagesticket;15.01.2026;1;false;2025-11-13;2025-11-13T05:45:38
TN-00282;Frau;Petra;Lehmann;petra.lehmann@planungsbuerolehma.de;+49 7414 447177;Planungsbüro Lehmann;Meister/-in;Bauträger;94032;Passau;DE;Tagesticket;15.01.2026;1;true;2025-11-24;2025-11-24T15:31:13
TN-00283;Frau;Laura;Zimmermann;laura.zimmermann@wernerstuckbaugmbh.de;+49 8477 104000;Werner Stuck Bau GmbH;Einkäufer/-in;Baustoffhandel;89312;Günzburg;DE;Tagesticket;15.01.2026;1;true;2025-12-05;2025-12-05T15:59:05
TN-00284;Frau;Christine;Wagner;christine.wagner@frankfliesenek.de;+49 8263 923002;Frank Fliesen e.K.;Einkäufer/-in;Fliesenleger;87435;Kempten;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-12-02;2025-12-02T06:59:57
TN-00285;Frau;Stefanie;Berger;stefanie.berger@hartmannfliesenag.de;+49 8078 561101;Hartmann Fliesen AG;Vertriebsmitarbeiter/-in;Wohnungswirtschaft;90402;Nürnberg;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;true;2025-10-07;2025-10-07T13:32:22
TN-00286;Frau;Kerstin;Fischer;kerstin.fischer@meyerdachhandwerkg.de;+49 9415 338564;Meyer Dach Handwerk GmbH;Auszubildende/-r;Bauhandwerk;90402;Nürnberg;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;false;2025-12-15;2025-12-15T11:20:06
TN-00287;Frau;Brigitte;Roth;brigitte.roth@rothbaustoffhandel.de;+49 7323 513982;Roth Baustoffhandel;Mitarbeiter/-in Verkauf Innendienst;Bauhandwerk;83278;Traunstein;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;false;2025-10-17;2025-10-17T02:10:17
TN-00288;Herr;Peter;Möller;peter.moeller@richterfliesenmeis.de;+49 7320 816308;Richter Fliesen Meisterbetrieb;Einkäufer/-in;Bauträger;88131;Lindau;DE;Tagesticket;14.01.2026;1;false;2025-09-25;2025-09-25T20:04:09
TN-00289;Herr;Georg;Schröder;georg.schroeder@meyermalerag.de;+49 8131 644932;Meyer Maler AG;Vertriebsmitarbeiter/-in;Bauhandwerk;89312;Günzburg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-11-17;2025-11-17T11:48:30
TN-00290;Frau;Karin;Krause;karin.krause@brutscherdachgmbh.de;+49 9193 460572;Brutscher Dach GmbH;Einkäufer/-in;Wohnungswirtschaft;83278;Traunstein;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-09-20;2025-09-20T22:38:58
TN-00291;Frau;Kerstin;Keller;kerstin.keller@neumannfliesenag.de;+49 9841 521233;Neumann Fliesen AG;Geschäftsführer/-in;Dachdecker;87459;Pfronten;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-12-30;2025-12-30T09:13:41
TN-00292;Frau;Martina;Fischer;martina.fischer@fischerbaustoffe.de;+49 8241 426053;Fischer Baustoffe;Projektleiter/-in;Fliesenleger;90402;Nürnberg;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-09-05;2025-09-05T06:17:31
TN-00293;Herr;Daniel;Schulz;daniel.schulz@weisswaermedaemmme.de;+49 9477 776913;Weiß Wärmedämm Meisterbetrieb;Inhaber/-in;Bauträger;70173;Stuttgart;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-10-23;2025-10-23T15:35:17
TN-00294;Frau;Ursula;Möller;ursula.moeller@riedmillergartengm.de;+49 9906 631413;Riedmiller Garten GmbH;Einkäufer/-in;Architektur;88045;Friedrichshafen;DE;Tagesticket;14.01.2026;1;false;2025-10-02;2025-10-02T04:51:55
TN-00295;Herr;Jürgen;Bauer;juergen.bauer@planungsbuerobauer.de;+49 7207 477880;Planungsbüro Bauer;Mitarbeiter/-in Verkauf Innendienst;Bauträger;87509;Immenstadt;DE;Tagesticket;14.01.2026;1;true;2025-10-19;2025-10-19T18:42:32
TN-00296;Frau;Gisela;Werner;gisela.werner@architekturbuerowe.de;+49 9002 722899;Architekturbüro Werner;Vertriebsmitarbeiter/-in;Architektur;93047;Regensburg;DE;Tagesticket;16.01.2026;1;false;2025-09-07;2025-09-07T06:26:05
TN-00297;Frau;Cornelia;Schulze;cornelia.schulze@berchtoldfliesenek.de;+49 7203 270820;Berchtold Fliesen e.K.;Polier/-in;Bauträger;87435;Kempten;DE;Tagesticket;14.01.2026;1;false;2025-10-26;2025-10-26T16:31:10
TN-00298;Herr;Tobias;Neumann;tobias.neumann@ingenieurbueroneum.de;+49 7541 778818;Ingenieurbüro Neumann;Bauleiter/-in;Bauingenieurwesen;87561;Oberstdorf;DE;Tagesticket;14.01.2026;1;false;2026-01-11;2026-01-11T19:16:52
TN-00299;Herr;Sebastian;Keller;sebastian.keller@kellerbaustoffe.de;+49 8542 992952;Keller Baustoffe;Architekt/-in;Fliesenleger;84028;Landshut;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;true;2025-10-24;2025-10-24T19:21:25
TN-00300;Frau;Lisa;Roth;lisa.roth@friedrichnaturstei.de;+49 8532 688730;Friedrich Naturstein GmbH;Niederlassungsleiter/-in;Bauingenieurwesen;87561;Oberstdorf;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-12-09;2025-12-09T15:49:36
TN-00301;Frau;Birgit;Mayer;birgit.mayer@frankholzbauek.de;+49 9668 413305;Frank Holzbau e.K.;Meister/-in;Architektur;86150;Augsburg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-10-22;2025-10-22T01:01:58
TN-00302;Herr;Stefan;Hagspiel;stefan.hagspiel@ingenieurbuerohags.de;+49 7573 856320;Ingenieurbüro Hagspiel;Geschäftsführer/-in;Sanierung/Denkmalschutz;78462;Konstanz;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2026-01-07;2026-01-07T14:17:39
TN-00303;Frau;Katrin;Stark;katrin.stark@petersnatursteingm.de;+49 8405 861842;Peters Naturstein GmbH;Mitarbeiter/-in Verkauf Innendienst;Bauträger;83278;Traunstein;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-12-21;2025-12-21T09:54:39
TN-00304;Frau;Ines;Köhler;ines.koehler@berchtoldfliesenha.de;+49 8928 234159;Berchtold Fliesen Handwerk GmbH;Mitarbeiter/-in Verkauf Innendienst;Wohnungswirtschaft;89312;Günzburg;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-10-06;2025-10-06T12:09:15
TN-00305;Herr;Wolfgang;Berger;wolfgang.berger@kleingartenhandwer.de;+49 8357 489737;Klein Garten Handwerk GmbH;Projektleiter/-in;Bauingenieurwesen;80331;München;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-11-21;2025-11-21T23:32:39
TN-00306;Herr;Benedikt;Fischer;benedikt.fischer@ingenieurbuerofisc.de;+49 7796 624788;Ingenieurbüro Fischer;Inhaber/-in;Sanierung/Denkmalschutz;83278;Traunstein;DE;Tagesticket;14.01.2026;1;true;2025-12-30;2025-12-30T20:27:37
TN-00307;Frau;Verena;Fischer;verena.fischer@planungsbuerofisch.de;+49 9332 579798;Planungsbüro Fischer;Bauleiter/-in;Maler & Stuckateur;87459;Pfronten;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-10-10;2025-10-10T05:26:59
TN-00308;Herr;Markus;Herrmann;markus.herrmann@braunfliesenhandwe.de;+49 7857 898169;Braun Fliesen Handwerk GmbH;Bauleiter/-in;Bauingenieurwesen;87509;Immenstadt;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;false;2025-09-02;2025-09-02T05:57:59
TN-00309;Frau;Stefanie;Schulz;stefanie.schulz@schulzhandwerksbet.de;+49 8955 501936;Schulz Handwerksbetrieb;Geschäftsführer/-in;Bauhandwerk;79098;Freiburg im Breisgau;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;false;2025-11-18;2025-11-18T15:56:59
TN-00310;Frau;Sabine;Eberle;sabine.eberle@schmidtputzhandwer.de;+49 7926 827213;Schmidt Putz Handwerk GmbH;Architekt/-in;Wohnungswirtschaft;87561;Oberstdorf;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2026-01-01;2026-01-01T00:34:21
TN-00311;Frau;Gisela;Friedrich;gisela.friedrich@riedmillermalergmb.de;+49 9131 725339;Riedmiller Maler GmbH;Auszubildende/-r;Maler & Stuckateur;80331;München;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;false;2025-10-27;2025-10-27T19:21:20
TN-00312;Herr;Wolfgang;Eberle;wolfgang.eberle@schaeferputzmeiste.de;+49 9978 237579;Schäfer Putz Meisterbetrieb;Meister/-in;Garten- und Landschaftsbau;78462;Konstanz;DE;Tagesticket;16.01.2026;1;true;2025-09-05;2025-09-05T01:07:39
TN-00313;Herr;Peter;Hartmann;peter.hartmann@architekturbueroha.de;+49 9190 753404;Architekturbüro Hartmann;Geschäftsführer/-in;Bauingenieurwesen;78462;Konstanz;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2026-01-03;2026-01-03T16:06:45
TN-00314;Herr;Michael;Fischer;michael.fischer@fischerbaustoffhan.de;+49 8035 597440;Fischer Baustoffhandel;Mitarbeiter/-in Verkauf Innendienst;Architektur;75173;Pforzheim;DE;Tagesticket;15.01.2026;1;true;2025-11-14;2025-11-14T04:06:39
TN-00315;Herr;Dominik;Krause;dominik.krause@krausehandwerksbet.de;+49 9870 243826;Krause Handwerksbetrieb;Einkäufer/-in;Baustoffhandel;88045;Friedrichshafen;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-10-23;2025-10-23T18:11:04
TN-00316;Herr;Patrick;Becker;patrick.becker@beckerbaustoffhand.de;+49 8077 971889;Becker Baustoffhandel;Auszubildende/-r;Bauträger;88131;Lindau;DE;Tagesticket;16.01.2026;1;true;2025-12-28;2025-12-28T14:09:14
TN-00317;Frau;Laura;Schäfer;laura.schaefer@starkhochundtiefba.de;+49 7052 804258;Stark Hoch- und Tiefbau GmbH & Co. KG;Inhaber/-in;Baustoffhandel;88212;Ravensburg;DE;Tagesticket;16.01.2026;1;false;2025-11-04;2025-11-04T12:43:28
TN-00318;Frau;Sandra;Meyer;sandra.meyer@architekturbuerome.de;+49 8870 410401;Architekturbüro Meyer;Projektleiter/-in;Fliesenleger;87534;Oberstaufen;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-10-21;2025-10-21T00:32:37
TN-00319;Herr;Andreas;Settele;andreas.settele@lehmanntrockenbauh.de;+49 7187 110142;Lehmann Trockenbau Handwerk GmbH;Bauleiter/-in;Sanierung/Denkmalschutz;87534;Oberstaufen;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-09-19;2025-09-19T18:43:29
TN-00320;Frau;Ines;Eberle;ines.eberle@hoermannholzbauhan.de;+49 7749 219361;Hörmann Holzbau Handwerk GmbH;Einkäufer/-in;Dachdecker;87435;Kempten;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-11-12;2025-11-12T16:32:42
TN-00321;Frau;Tanja;Beck;tanja.beck@beckbaustoffhandel.de;+49 9851 861697;Beck Baustoffhandel;Geschäftsführer/-in;Architektur;84028;Landshut;DE;Tagesticket;14.01.2026;1;true;2025-10-03;2025-10-03T17:14:42
TN-00322;Frau;Kerstin;Roth;kerstin.roth@weissnatursteinek.de;+49 9978 237002;Weiß Naturstein e.K.;Vertriebsmitarbeiter/-in;Fliesenleger;94032;Passau;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-09-06;2025-09-06T22:17:36
TN-00323;Frau;Theresa;Schneider;theresa.schneider@muellertrockenbauh.de;+49 9361 858931;Müller Trockenbau Handwerk GmbH;Polier/-in;Bauträger;93047;Regensburg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-12-12;2025-12-12T05:49:43
TN-00324;Frau;Elke;Walter;elke.walter@ingenieurbuerowalt.de;+49 8018 605339;Ingenieurbüro Walter;Architekt/-in;Sanierung/Denkmalschutz;87534;Oberstaufen;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-11-24;2025-11-24T09:13:02
TN-00325;Frau;Sandra;Berchtold;sandra.berchtold@ingenieurbueroberc.de;+49 7642 630126;Ingenieurbüro Berchtold;Vertriebsmitarbeiter/-in;Fliesenleger;87509;Immenstadt;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-09-03;2025-09-03T14:16:08
TN-00326;Herr;Anton;Braun;anton.braun@fischerholzbaubaug.de;+49 8651 956794;Fischer Holzbau Bau GmbH;Meister/-in;Baustoffhandel;89077;Ulm;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-12-17;2025-12-17T05:29:43
TN-00327;Frau;Stefanie;Settele;stefanie.settele@beckertrockenbauag.de;+49 8688 137572;Becker Trockenbau AG;Auszubildende/-r;Trockenbau;84028;Landshut;DE;Tagesticket;14.01.2026;1;true;2025-09-04;2025-09-04T18:48:36
TN-00328;Herr;Georg;Günther;georg.guenther@ingenieurbueroguen.de;+49 8868 457411;Ingenieurbüro Günther;Architekt/-in;Bauhandwerk;89312;Günzburg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-10-11;2025-10-11T11:59:48
TN-00329;Frau;Barbara;Schulze;barbara.schulze@ingenieurbueroschu.de;+49 8853 219562;Ingenieurbüro Schulze;Inhaber/-in;Sanierung/Denkmalschutz;88212;Ravensburg;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;true;2026-01-06;2026-01-06T22:37:16
TN-00330;Frau;Ines;Berchtold;ines.berchtold@berchtoldbaustoffe.de;+49 7435 148001;Berchtold Baustoffe;Bauleiter/-in;Fliesenleger;89312;Günzburg;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;true;2025-12-11;2025-12-11T16:37:36
TN-00331;Frau;Birgit;Schröder;birgit.schroeder@planungsbueroschro.de;+49 7780 851606;Planungsbüro Schröder;Architekt/-in;Baustoffhandel;87534;Oberstaufen;DE;Tagesticket;16.01.2026;1;false;2025-11-16;2025-11-16T15:01:49
TN-00332;Herr;Erwin;Becker;erwin.becker@beckerbaustoffhand.de;+49 9065 241176;Becker Baustoffhandel;Vertriebsmitarbeiter/-in;Bauhandwerk;75173;Pforzheim;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2026-01-07;2026-01-07T04:37:50
TN-00333;Herr;Dieter;Brutscher;dieter.brutscher@brutscherhochundti.de;+49 7525 208584;Brutscher Hoch- und Tiefbau Bau GmbH;Einkäufer/-in;Sanierung/Denkmalschutz;87616;Marktoberdorf;DE;Tagesticket;16.01.2026;1;false;2025-12-22;2025-12-22T16:15:31
TN-00334;Frau;Gisela;Hörmann;gisela.hoermann@neumannfassadenag.de;+49 7546 244892;Neumann Fassaden AG;Einkäufer/-in;Bauingenieurwesen;70173;Stuttgart;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;false;2025-10-28;2025-10-28T10:56:53
TN-00335;Frau;Marion;Gangl;marion.gangl@bauerputzgmbhcokg.de;+49 9754 239116;Bauer Putz GmbH & Co. KG;Mitarbeiter/-in Verkauf Innendienst;Sanierung/Denkmalschutz;94032;Passau;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-10-27;2025-10-27T18:11:54
TN-00336;Herr;Konstantin;König;konstantin.koenig@koenigbaustoffe.de;+49 9387 698357;König Baustoffe;Niederlassungsleiter/-in;Garten- und Landschaftsbau;87534;Oberstaufen;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-11-08;2025-11-08T17:32:49
TN-00337;Frau;Franziska;Hagspiel;franziska.hagspiel@schmidtdachag.de;+49 7818 379947;Schmidt Dach AG;Bauleiter/-in;Wohnungswirtschaft;87459;Pfronten;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-09-11;2025-09-11T15:18:02
TN-00338;Herr;Stefan;Beck;stefan.beck@planungsbuerobeck.de;+49 8853 207458;Planungsbüro Beck;Polier/-in;Sanierung/Denkmalschutz;89312;Günzburg;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-09-07;2025-09-07T14:33:31
TN-00339;Herr;Dieter;Lange;dieter.lange@beckmassivbauhandw.de;+49 9806 427841;Beck Massivbau Handwerk GmbH;Auszubildende/-r;Bauhandwerk;87509;Immenstadt;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;true;2025-11-14;2025-11-14T10:18:14
TN-00340;Frau;Christine;Günther;christine.guenther@guentherbaustoffha.de;+49 9652 485604;Günther Baustoffhandel;Polier/-in;Trockenbau;89077;Ulm;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2026-01-02;2026-01-02T09:40:06
TN-00341;Herr;Matthias;Schwarz;matthias.schwarz@kochmalergmbhcokg.de;+49 8755 392670;Koch Maler GmbH & Co. KG;Auszubildende/-r;Wohnungswirtschaft;88045;Friedrichshafen;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;true;2025-09-24;2025-09-24T12:13:44
TN-00342;Frau;Sabine;Krüger;sabine.krueger@schneiderbodengmbh.de;+49 9561 745512;Schneider Boden GmbH & Co. KG;Niederlassungsleiter/-in;Wohnungswirtschaft;70173;Stuttgart;DE;Tagesticket;14.01.2026;1;false;2025-12-26;2025-12-26T05:39:50
TN-00343;Frau;Susanne;Sailer;susanne.sailer@ingenieurbuerosail.de;+49 9069 267112;Ingenieurbüro Sailer;Einkäufer/-in;Trockenbau;89077;Ulm;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-10-07;2025-10-07T00:53:31
TN-00344;Herr;Manfred;Klein;manfred.klein@kleinhandwerksbetr.de;+49 7894 889216;Klein Handwerksbetrieb;Polier/-in;Trockenbau;70173;Stuttgart;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-11-04;2025-11-04T14:52:54
TN-00345;Herr;Peter;Winkler;peter.winkler@eberlefassadenhand.de;+49 7163 815706;Eberle Fassaden Handwerk GmbH;Architekt/-in;Dachdecker;94032;Passau;DE;Tagesticket;16.01.2026;1;false;2025-12-30;2025-12-30T22:41:00
